chr	start	end	num_snp	k	local_h2g	var
1	10583	1892606	90	15	0.0005552647	0.000000102596
1	1892607	3582735	400	15	-0.0000399725	0.000000238238
1	3582736	4380810	258	15	0.0003199335	0.000000153014
1	4380811	5913892	892	15	-0.0000514795	0.000000250004
1	5913893	7247334	375	15	0.0001656681	0.000000153400
1	7247335	9365198	673	15	-0.0000147732	0.000000248606
1	9365199	10806983	317	15	0.0001297445	0.000000133455
1	10806984	11777840	244	15	-0.0000079732	0.000000118114
1	11777841	12779465	206	15	0.0003568779	0.000000139286
1	12779466	14891510	598	15	0.0004530372	0.000000285716
1	14891511	16897729	642	15	0.0000547888	0.000000274671
1	16897730	18662898	597	15	0.0001882293	0.000000270215
1	18662899	20469148	681	15	0.0000810854	0.000000292767
1	20469149	21736587	411	15	0.0001457772	0.000000169807
1	21736588	23086882	467	15	0.0002018007	0.000000215756
1	23086883	23920589	194	15	0.0004561854	0.000000097949
1	23920590	25516844	468	15	0.0004197574	0.000000227376
1	25516845	27401866	321	15	0.0005222489	0.000000137033
1	27401867	30161880	508	15	0.0002233602	0.000000195134
1	30161881	32438684	917	15	0.0005106994	0.000000279500
1	32438685	34799757	643	15	0.0000930890	0.000000254065
1	34799758	37549182	556	15	-0.0000574941	0.000000221026
1	37549183	38731846	344	15	0.0002899629	0.000000146683
1	38731847	40200566	404	15	0.0003983447	0.000000182534
1	40200567	41975326	513	15	0.0001003620	0.000000171764
1	41975327	43758456	523	15	-0.0000114194	0.000000172687
1	43758457	44969182	322	15	0.0002826689	0.000000121496
1	44969183	46899500	386	15	0.0002073329	0.000000105133
1	46899501	48002575	274	15	0.0010743046	0.000000147397
1	48002576	48978187	346	15	0.0002411184	0.000000131832
1	48978188	49894176	236	15	0.0002902963	0.000000091251
1	49894177	51713725	251	15	0.0001886214	0.000000065241
1	51713726	54226261	512	15	-0.0000601044	0.000000183249
1	54226262	56413116	788	15	0.0001279307	0.000000264694
1	56413117	57021727	259	15	0.0000524448	0.000000079220
1	57021728	58865398	877	15	0.0001840183	0.000000267173
1	58865399	59890408	383	15	0.0001041699	0.000000136316
1	59890409	61922364	661	15	0.0001477883	0.000000261474
1	61922365	63455088	467	15	0.0002838624	0.000000217748
1	63455089	65041703	657	15	0.0000232344	0.000000211956
1	65041704	66939403	622	15	0.0003264889	0.000000210946
1	66939404	68477894	661	15	0.0002681661	0.000000205603
1	68477895	69687615	379	15	0.0002404946	0.000000147340
1	69687616	71372469	527	15	-0.0000699756	0.000000179254
1	71372470	71684404	81	10	0.0000535945	0.000000021412
1	71684405	74326906	530	15	0.0001619007	0.000000153919
1	74326907	76728134	678	15	-0.0000053761	0.000000189824
1	76728135	79661197	920	15	-0.0000985327	0.000000244984
1	79661198	81354190	490	15	0.0000026402	0.000000163101
1	81354191	83991747	985	15	-0.0000701745	0.000000253606
1	83991748	84844494	321	15	-0.0000412580	0.000000088995
1	84844495	86454750	621	15	0.0000783274	0.000000225241
1	86454751	88128630	551	15	0.0003119563	0.000000226781
1	88128631	90066302	511	15	0.0001131902	0.000000184402
1	90066303	91886316	566	15	0.0002391663	0.000000212901
1	91886317	93536458	477	15	0.0001889966	0.000000155102
1	93536459	94506190	235	15	0.0002900221	0.000000080959
1	94506191	96150892	650	15	0.0001040800	0.000000237183
1	96150893	97885248	607	15	0.0001159800	0.000000174975
1	97885249	99800603	648	15	-0.0000175670	0.000000205379
1	99800604	100826404	309	15	0.0001683443	0.000000097220
1	100826405	102041015	444	15	0.0000201489	0.000000136043
1	102041016	102898744	284	15	-0.0000003070	0.000000096863
1	102898745	103914210	190	15	0.0001323422	0.000000055161
1	103914211	106087841	473	15	0.0001493753	0.000000163609
1	106087842	108409664	742	15	-0.0000231898	0.000000254674
1	108409665	110303930	425	15	0.0001008184	0.000000160927
1	110303931	111741736	552	15	0.0001985712	0.000000258534
1	111741737	113273305	662	15	0.0000883346	0.000000254597
1	113273306	114873844	498	15	0.0001225122	0.000000189512
1	114873845	115880592	317	15	0.0001489638	0.000000099482
1	115880593	118839066	821	15	0.0001093999	0.000000276210
1	118839067	144977493	499	15	0.0001215202	0.000000175023
1	144977494	148361252	405	15	0.0001867285	0.000000138660
1	148361253	151538880	261	15	0.0003039450	0.000000091004
1	151538881	153180828	457	15	0.0000336753	0.000000130951
1	153180829	154770402	399	15	0.0002557654	0.000000154857
1	154770403	156336132	233	15	0.0002314976	0.000000100976
1	156336133	158027411	532	15	-0.0000044496	0.000000200112
1	158027412	159913047	610	15	0.0008478536	0.000000308300
1	159913048	162346720	696	15	-0.0000025231	0.000000268190
1	162346721	165191701	1205	15	0.0002210760	0.000000267505
1	165191702	166460516	547	15	0.0001466452	0.000000221164
1	166460517	169086323	1108	15	0.0001595206	0.000000278712
1	169086324	170557775	463	15	0.0000127727	0.000000137034
1	170557776	173097906	825	15	-0.0000020487	0.000000251446
1	173097907	175089767	414	15	0.0000438202	0.000000089090
1	175089768	177433380	803	15	0.0000935478	0.000000263023
1	177433381	178944308	452	15	0.0003346483	0.000000158216
1	178944309	178954469	2	1	0.0001413638	0.000000019247
1	178954470	181144120	708	15	0.0001597229	0.000000239590
1	181144121	182755355	623	15	0.0000595860	0.000000242466
1	182755356	184595512	600	15	0.0000149497	0.000000199051
1	184595513	186810022	512	15	0.0001879424	0.000000175301
1	186810023	188759944	674	15	0.0002540053	0.000000223465
1	188759945	189904129	242	15	0.0000503311	0.000000060070
1	189904130	191868929	573	15	0.0002005145	0.000000146531
1	191868930	194107441	619	15	0.0001089394	0.000000202949
1	194107442	196176200	618	15	-0.0000559283	0.000000167492
1	196176201	197311513	172	14	0.0001556946	0.000000051883
1	197311514	199239883	526	15	0.0002668860	0.000000187894
1	199239884	200137648	333	15	0.0000906668	0.000000116116
1	200137649	201589974	630	15	-0.0000066463	0.000000254665
1	201589975	203334733	562	15	0.0000578426	0.000000248384
1	203334734	204681067	452	15	0.0004589592	0.000000216488
1	204681068	206073264	500	15	0.0008463663	0.000000242302
1	206073265	208410363	580	15	0.0001323423	0.000000243462
1	208410364	210787749	948	15	0.0001263864	0.000000264044
1	210787750	212842329	690	15	0.0001860355	0.000000264579
1	212842330	214578265	579	15	0.0001011130	0.000000241142
1	214578266	216243633	601	15	0.0003131188	0.000000218791
1	216243634	218705512	1108	15	0.0000796307	0.000000245989
1	218705513	219590570	300	15	0.0001156725	0.000000099911
1	219590571	221858230	674	15	0.0000549193	0.000000228370
1	221858231	222230219	179	15	0.0001676618	0.000000069615
1	222230220	224938519	573	15	0.0002512762	0.000000296141
1	224938520	226810859	483	15	0.0001110681	0.000000180302
1	226810860	229156247	679	15	0.0000944896	0.000000262550
1	229156248	230685254	507	15	0.0001064391	0.000000238434
1	230685255	232090251	553	15	0.0002444332	0.000000236820
1	232090252	233429283	611	15	0.0000284560	0.000000274158
1	233429284	234599433	553	15	0.0000660162	0.000000239710
1	234599434	235819435	371	15	0.0001456911	0.000000178756
1	235819436	237555627	695	15	0.0000831791	0.000000276541
1	237555628	238567806	416	15	0.0001645226	0.000000172339
1	238567807	239925313	514	15	0.0002370449	0.000000211006
1	239925314	240564090	355	15	0.0001066846	0.000000143252
1	240564091	241582219	528	15	0.0000109067	0.000000267935
1	241582220	242071601	207	15	-0.0000677660	0.000000085925
1	242071602	244109498	662	15	0.0000152886	0.000000258264
1	244109499	245506745	521	15	-0.0000368892	0.000000269371
1	245506746	247344517	742	15	0.0000488247	0.000000289100
1	247344518	249239465	366	15	0.0000971522	0.000000159321
2	10133	1781021	607	15	0.0000093998	0.000000237409
2	1781022	3973778	958	15	-0.0000507568	0.000000254626
2	3973779	5708336	642	15	0.0000482978	0.000000249135
2	5708337	6836253	581	15	-0.0000244542	0.000000203912
2	6836254	8422146	652	15	0.0000365279	0.000000236321
2	8422147	10298468	646	15	0.0002607440	0.000000280727
2	10298469	12419149	944	15	-0.0001182156	0.000000260358
2	12419150	14335307	601	15	0.0001791485	0.000000216955
2	14335308	16329734	728	15	-0.0000001611	0.000000228257
2	16329735	18647422	852	15	0.0003255699	0.000000263588
2	18647423	19692403	385	15	0.0003102126	0.000000148774
2	19692404	21050489	603	15	0.0000090133	0.000000222982
2	21050490	23341382	562	15	0.0000687074	0.000000219794
2	23341383	24686917	408	15	0.0002695097	0.000000154800
2	24686918	26894984	478	15	0.0003977714	0.000000194137
2	26894985	28598776	248	15	0.0000749474	0.000000078884
2	28598777	29217558	209	15	0.0000686553	0.000000073873
2	29217559	30463710	604	15	0.0001073259	0.000000245267
2	30463711	31550449	498	15	0.0001297171	0.000000221005
2	31550450	33363776	466	15	0.0000225084	0.000000201620
2	33363777	35345027	798	15	0.0001047461	0.000000245599
2	35345028	36122005	296	15	-0.0001118285	0.000000088782
2	36122006	38132711	907	15	0.0000820664	0.000000246726
2	38132712	39031336	316	15	0.0000985135	0.000000130320
2	39031337	40281482	293	15	-0.0000017747	0.000000105360
2	40281483	43309589	1255	15	0.0001446565	0.000000231520
2	43309590	44313802	270	15	0.0004007659	0.000000136474
2	44313803	46482633	1050	15	0.0001442287	0.000000262742
2	46482634	47318771	387	15	0.0000607322	0.000000187767
2	47318772	48213000	286	15	0.0002155269	0.000000158507
2	48213001	50022256	691	15	0.0000485267	0.000000233388
2	50022257	50818927	329	15	0.0001973568	0.000000125506
2	50818928	52491132	645	15	0.0000298552	0.000000228369
2	52491133	53508451	477	15	0.0002901839	0.000000184445
2	53508452	54685225	416	15	0.0002861137	0.000000173288
2	54685226	56203344	559	15	0.0003032132	0.000000230622
2	56203345	57429099	429	15	0.0001543562	0.000000160733
2	57429100	58297314	278	15	0.0001189694	0.000000101208
2	58297315	60291999	742	15	0.0003698110	0.000000247838
2	60292000	62429043	548	15	0.0010728330	0.000000271767
2	62429044	64625912	556	15	-0.0000471984	0.000000198616
2	64625913	65933443	442	15	0.0005667925	0.000000203687
2	65933444	67226165	542	15	0.0000188010	0.000000187119
2	67226166	68010175	410	15	0.0001936471	0.000000146720
2	68010176	69139563	463	15	0.0002713572	0.000000180351
2	69139564	70755197	490	15	0.0001764827	0.000000162634
2	70755198	73174847	738	15	0.0002766049	0.000000265167
2	73174848	75630085	668	15	0.0001952003	0.000000271320
2	75630086	76913660	510	15	0.0001093474	0.000000190476
2	76913661	78079263	395	15	0.0002654064	0.000000192047
2	78079264	80050402	826	15	0.0000028346	0.000000228777
2	80050403	81620840	574	15	0.0001139970	0.000000237697
2	81620841	85140679	888	15	0.0004930599	0.000000218287
2	85140680	88038506	547	15	0.0003937319	0.000000200960
2	88038507	89154525	226	15	0.0000066123	0.000000067273
2	89154526	95326451	0	0	-0.0001780684	0.000000000000
2	95326452	98995200	376	15	-0.0000572743	0.000000111233
2	98995201	101822328	833	15	0.0000496530	0.000000220458
2	101822329	102688764	241	15	0.0000896929	0.000000071964
2	102688765	103588214	365	15	0.0002456295	0.000000100691
2	103588215	105125033	310	15	-0.0000867885	0.000000091683
2	105125034	106210057	406	15	0.0001092013	0.000000151528
2	106210058	107408266	452	15	-0.0000365069	0.000000151324
2	107408267	108429176	354	15	-0.0000081320	0.000000095149
2	108429177	110572431	516	15	0.0001505314	0.000000177809
2	110572432	113921855	727	15	0.0009276362	0.000000282835
2	113921856	116772469	760	15	0.0002201514	0.000000252999
2	116772470	118367465	415	15	0.0001109628	0.000000117887
2	118367466	121303782	959	15	0.0000905199	0.000000252941
2	121303783	123302905	583	15	0.0001433339	0.000000240689
2	123302906	124732249	435	15	0.0002003521	0.000000124821
2	124732250	125840920	391	15	0.0000397876	0.000000121358
2	125840921	127373763	421	15	0.0001696444	0.000000111440
2	127373764	128034346	275	15	0.0001373564	0.000000106060
2	128034347	129474440	388	15	0.0001934878	0.000000148111
